FID,SHAPE,BEZIRK,STRNAM,ONRTXT,NUMMER,TELEFON,WEITERE_INFORMATION
HUNDESACKERLOGD.26731861,POINT (16.40320012054132 48.143297207668745),10,Kurpark Oberlaa/ Südeingang,,941,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731862,POINT (16.403877144947057 48.14309336459621),10,Kurpark Oberlaa/ Südeingang östlich,,940,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731863,POINT (16.407224836637617 48.142063403205015),10,Kurpark Oberlaa/ Eingang Seniorenheim,,939,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731864,POINT (16.40758556576813 48.1445330885122),10,Kurpark Oberlaa/ Osteingang,,938,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731865,POINT (16.28789107372984 48.13974169030833),23,Steinergasse/ Franz-Schuhmeier-Gasse,,971,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731866,POINT (16.313481953658734 48.13032327988235),23,Wiener Flur,,920,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731867,POINT (16.31286765626018 48.1310605644343),23,Wiener Flur,,921,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731868,POINT (16.273701432073622 48.156109407051325),23,Druk-Yul-Park,,924,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731869,POINT (16.32995039355412 48.1555953590838),23,Wilhelm-Erben-Gasse (Hundezone),,926,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731870,POINT (16.26938460294163 48.151056034482174),23,Maurer Rathauspark,,922,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731871,POINT (16.26997865687672 48.15227612343281),23,Maurer Rathauspark,,923,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731872,POINT (16.26770769586758 48.14921400232192),23,Ölzeltpark,,927,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731873,POINT (16.31688869268211 48.15329688759189),23,Wohnparkstraße,,925,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730099,POINT (16.255157794278936 48.18642383798922),13,Berta-Karlik-Gasse,31,2025,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730100,POINT (16.277571375132982 48.19101780252533),13,Amalienstraße,44,3276,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730101,POINT (16.275505464363217 48.18512276981682),13,Schrutkagasse,# Trazerberggasse,0463,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730102,POINT (16.31220548647027 48.17281719190119),12,Schönbrunner Allee,ggü. Schwetzweg,1029,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730103,POINT (16.341706774318798 48.1785522627693),12,Reismannhof,,0123,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730104,POINT (16.326187955743382 48.176310224699485),12,Ruckergasse,# Spittelbreitengasse,2870,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730105,POINT (16.301441332620577 48.169268082785315),12,Hetzendorfer Straße,133,2236,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730106,POINT (16.290035779029676 48.16229641765638),13,Riedelgasse,# Gallgasse,3270,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730107,POINT (16.339757039063127 48.18283203686807),12,Malfattigasse,# Tichtelgasse,0408,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730108,POINT (16.25919083308162 48.17944766676268),13,Hanschweg,,2861,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730109,POINT (16.263330542161036 48.18467327193103),13,Marensteig,3,3605,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730110,POINT (16.29822748030059 48.16400180495419),12,Jungpointgasse,# Endergasse,3235,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730111,POINT (16.330874709058655 48.16199795220208),12,Öhlenschlägergasse,# Eibesbrunnergasse,2473,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730112,POINT (16.268639575183155 48.18794922007312),13,Hietzinger Hauptstraße,# Sommerergasse,1009,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730113,POINT (16.31901998533603 48.17467756097565),12,Hasenhutgasse,# Brockmanngasse,1031,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730114,POINT (16.305424485058293 48.163574028754425),12,Altmannsdorfer Anger,240,2745,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730115,POINT (16.32805821528552 48.178263052716666),12,Erlgasse,# Pohlgasse,3279,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730116,POINT (16.300574922911622 48.16628541130392),12,Endergasse,ggü. Hermann-Broch-Gasse,1025,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730117,POINT (16.288856779972683 48.16573855217644),13,Bergheidengasse,# Kraelitzgasse,0456,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730118,POINT (16.32320321546224 48.18178150262032),12,Rotenmühlgasse,# Rosasgasse,0404,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730119,POINT (16.338417343065185 48.18707392958212),12,Dunklergasse,# Harthausergasse,1042,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730120,POINT (16.278216295420286 48.16484049703972),13,Trabertgasse,28,0497,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730121,POINT (16.29344901112201 48.16215279990001),12,Wundtgasse,26,3240,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730122,POINT (16.317723180503858 48.16084751602692),12,Altmannsdorfer Straße,# Esparsetten Weg,3247,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730123,POINT (16.264620974244824 48.17999204600665),13,Gemeindeberggasse,# Köchelgasse,2758,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730124,POINT (16.271465481082064 48.18984099200878),13,Rohrbacherstraße,ggü. 21,2545,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730125,POINT (16.294602755701565 48.16062355317806),23,Emil-Behring-Weg,ggü. 8,1305,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730126,POINT (16.328568256006374 48.15679679321963),12,Zanaschkagasse,ggü. Lichtensterngasse,1049,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730127,POINT (16.293741175694986 48.15909262458279),23,Emil-Behring-Weg,3,3503,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730128,POINT (16.334648915112876 48.18443450323578),12,Schönbrunner Straße, ggü. 217,1036,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730129,POINT (16.299806495111174 48.173784352678474),13,Elisabethallee ,(Beim Seckendorff-Gudent-Weg),1027,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730130,POINT (16.27753779846752 48.175164457421374),13,Faistauergasse,# Seelosgasse,494,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730131,POINT (16.26846283289662 48.16579204581233),13,Lainzerbachstraße,# Wilhelm-Karczag-Weg,2462,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730132,POINT (16.272653459273016 48.157696461030355),13,Hedy-Urach-Gasse,# Streitmanngasse ,0454,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730133,POINT (16.49119651738882 48.25936638238759),22,Zinnienweg,# Pelarginienweg,0181,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730134,POINT (16.469695663762504 48.25556322176612),22,Anisgasse,# Lauchgasse,2331,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730135,POINT (16.488118722608146 48.25978047097242),22,Rautenwegbiotop,,0182,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730136,POINT (16.437180215941506 48.25214698017104),22,Saikogasse,# Johann-Zak-Weg,1375,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730137,POINT (16.48294118907252 48.2454604485164),22,Ziegelhofstraße,# Bibernellenweg,1380,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730138,POINT (16.4615652580753 48.26220075569217),22,Silenegasse,# Rautenweg,2595,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730139,POINT (16.4935694012598 48.251131494674),22,Breitenleer Straße,226,2881,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730140,POINT (16.48571175351928 48.24450710059042),22,Karl Bednarik Gasse,# Eduard-Gaertner-Gasse,2884,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730141,POINT (16.469366711615255 48.24288502255762),22,Oberfeldgasse,9,3030,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730142,POINT (16.470961522842842 48.24417161454332),22,Hanfgasse,,3023,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730143,POINT (16.47324121878434 48.24652170135811),22,Pastinakweg,12,3027,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730144,POINT (16.474417937164148 48.24763160413087),22,Jutegasse,# Pastinakweg,3026,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730145,POINT (16.477578537171855 48.23965216958911),22,Oberfeldgasse,# Ziegelhofstraße,2939,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730146,POINT (16.471901414568954 48.235977620754504),22,Quadenstraße,ggü Emichgasse,2940,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730147,POINT (16.462147995686987 48.26368771815185),22,Niedermoserstraße,4,3125,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730148,POINT (16.466867775679244 48.265304630499465),22,Percostraße,4,3098,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730149,POINT (16.48322087734565 48.251535123184524),22,Breitenleer Straße,# Spargelfeldstraße,2511,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730150,POINT (16.456087116134054 48.2518774790873),22,Bertha-von-Suttner-Weg,# Markomannenstraße,1372,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730151,POINT (16.500416949551962 48.2510721021899),22,Breitenleer Straße,268,3097,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730152,POINT (16.46437417338486 48.23309590828729),22,Bullagasse,# Dusikagasse,1381,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730991,POINT (16.333327086284296 48.24512610726201),19,Görgengasse,25,3360,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730992,POINT (16.32146488190184 48.21622897045134),16,Wichtelgasse,,0221,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730996,POINT (16.27829006849242 48.19433185343845),14,Baumgartenstraße,69,3322,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26730998,POINT (16.393253856262024 48.266298670163664),21,Prager Straße,40,3053,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731043,POINT (16.387685593766165 48.230095605213926),2,Dresdnerstraße,119,,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731874,POINT (16.291128103238766 48.15408915036263),23,Tullnertalgasse/Anlage,,915,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731875,POINT (16.341803032038666 48.152603761827756),23,Hermannsweg (Hundezone),,917,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731876,POINT (16.343491918553834 48.15231068395263),23,Hermannsweg (Hundezone),,918,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731877,POINT (16.345639120803874 48.15192733418519),23,Hermannsweg (Hundezone),,916,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731878,POINT (16.3559458584172 48.21143000195328),1,Friedrich-Schmidt-Platz,,928,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731879,POINT (16.355986856302973 48.253617781279225),19,Heiligenstädter Park/ St. Michael,,839,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731880,POINT (16.36095444762561 48.25241663985367),19,Heiligenstädter Park/Hintergärtengasse,,840,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731881,POINT (16.449990775788955 48.2316589641444),22,Otto-Affenzeller-Park (Hundezone),,747,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731882,POINT (16.438808599853093 48.23230001301798),22,Rehlackenwiese Lagerwiese (Hundezone),,746,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731883,POINT (16.45176006208838 48.22450981815652),22,Am Bahnhof Stadlau,,1623,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731884,POINT (16.424535615732175 48.22561068874274),22,Schüttauplatz,,817,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731885,POINT (16.419404242183166 48.22797961396908),22,Schödlbergergasse/Jungmaisstraße,,814,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731886,POINT (16.367648060856148 48.22608061672025),20,Anton-Schmidt-Promenade/Höhe Württemberggasse,,946,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731887,POINT (16.366454796472873 48.22706900514628),20,Anton-Schmidt-Promenade/Höhe Wolfsaugasse,,947,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731888,POINT (16.40542551839067 48.24086169463956),22,Donaupark,,811,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731889,POINT (16.410019644680112 48.235506123436636),22,Donaupark,,812,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731890,POINT (16.411862899381514 48.236496106246626),22,Donaupark,,813,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731891,POINT (16.41997882941461 48.24000610996857),22,Donaupark,,736,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731892,POINT (16.398538482072688 48.264261712473264),21,Marie-Schuller-Park,,802,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731893,POINT (16.392913720443424 48.26337710695347),21,Hans-Smital-Park,,910,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731894,POINT (16.387797702991183 48.26250020855874),21,Karl-Seitz-Platz,,729,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731895,POINT (16.382783058764264 48.26851753157647),21,Lorettowiese/Überfuhrstraße (Hundezone),,801,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731896,POINT (16.3940352704927 48.27318006665879),21,Denglerpark (Hundezone),,792,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731897,POINT (16.395265264388698 48.25095453808081),21,Wasserpark,,805,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731898,POINT (16.39669911906911 48.252319591651165),21,Wasserpark,,806,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731899,POINT (16.403206827552133 48.2544342782195),21,Franklinstraße,,794,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731900,POINT (16.388207864308427 48.257323279552196),21,Floridsdorfer Aupark (Hundezone),,793,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731901,POINT (16.39334436871622 48.259954443953646),21,Schwaigergasse,,804,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731902,POINT (16.41119142863645 48.252315935198055),21,Freiligrathpark,,844,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731903,POINT (16.409701885128896 48.25270080380613),21,Kinzerplatz,,911,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731904,POINT (16.408193083371213 48.25244494545422),21,Kinzerplatz,,730,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731905,POINT (16.407705761789586 48.25369992375578),21,Kinzerplatz,,795,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731906,POINT (16.412126681375852 48.27743934986065),21,Berzeliusgasse ggü 17,,791,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731907,POINT (16.41244202741511 48.27779089939814),21,Berzeliusgasse ggü 17,,790,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
HUNDESACKERLOGD.26731908,POINT (16.447749416395645 48.27209346623067),21,Kürschnergasse/Gitlbauergasse,,797,(01) 546 48,http://www.wien.gv.at/umwelt/ma48/sauberestadt/hundekotsackerl/index.html
